Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
930,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12977,Strategy,11864,631929,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21795,934943,% of participating 1st-3rd grade students assessed as at risk of becoming off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0,0,0,414
931,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12977,Strategy,11864,631929,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14843,How MUCH did we do?,21793,934941,% of participating 1st-3rd grade students assessed as off-track to achieve reading proficiency at or above grade level by the end of the school year (at time of enrollment) (How Much) SSIC 1.1A,Submitted,135352,How Much,0,0,0,276
932,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12978,Write In,11864,631930,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,934957,# of Head Start and Kindergarten students enrolled in program,Submitted,135352,How Much,0,,0,
933,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12978,Write In,11864,631930,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,934958,# of participating Head Start and Kindergarten grade students assessed as off-track on age appropriate development (at time of enrollment),Submitted,135352,How Much,0,,0,
934,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12978,Write In,11864,631930,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,934960,# of participating Head Start and Kindergarten grade students completing program,Submitted,135352,How Much,0,,0,
935,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12978,Write In,11864,631930,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,934962,# of participating Head Start and Kindergarten students demonstrating age appropriate development by the end of the school year (as assessed by either school or program),Submitted,135352,How Much,0,,0,
936,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12978,Write In,11864,631930,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,934959,% of participating Head Start and Kindergarten grade students assessed as off-track on age appropriate development (at time of enrollment),Submitted,135352,How Much,0,,0,
937,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12978,Write In,11864,631930,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,934961,% of participating Head Start and Kindergarten grade students completing program,Submitted,135352,How Much,0,,0,
938,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24366,Indicator 1.1 Strategy 1.1A,18498,Agency E,73251,Agency E Program 7,2531,Successful Students,12978,Write In,11864,631930,Increase the number of diverse and evidence-based reading programs for children and adults (Indicator 1.1),14896,How MUCH did we do?,0,934963,% of participating Head Start and Kindergarten students demonstrating age appropriate develement by the end of the school year (as assessed by either school or program),Submitted,135352,How Much,0,,0,
1137,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14844,How WELL did we do it?,21879,935270,#  & % of participating 5th grade students at risk of becoming chronically absent (at time of enrollment) (How Much) SSIC 2.1A,Submitted,135360,How Well,0,0,0,40
1138,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14845,Is anyone BETTER OFF?,21894,935278,# & % of participating 5th and 8th grade students completing intervention(s) demonstrating increased school attendance (Better Off) SSIC 2.1A,Submitted,135358,Better Off,0,0,0,0
1139,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14845,Is anyone BETTER OFF?,21896,935279,# & % of participating 5th and 8th students completing intervention(s) no longer chronically absent (Better Off) SSIC 2.1A,Submitted,135358,Better Off,0,0,0,0
1140,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14844,How WELL did we do it?,21877,935269,# & % of participating 5th grade students chronically absent (at time of enrollment) (How Much) SSIC 2.1A,Submitted,135360,How Well,0,0,0,40
1141,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14844,How WELL did we do it?,21885,935273,# & % of participating 8th grade students at risk of becoming chronically absent (at time of enrollment) (How Much) SSIC 2.1A,Submitted,135360,How Well,0,0,0,45
1142,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14844,How WELL did we do it?,21883,935272,# & % of participating 8th grade students chronically absent (at time of enrollment) (How Much) SSIC 2.1A,Submitted,135360,How Well,0,0,0,40
1143,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14844,How WELL did we do it?,21873,935265,# & % of students enrolled in transition camp who are 5th grade students (How Much) SSIC 2.1A,Submitted,135360,How Well,0,0,0,125
1144,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14844,How WELL did we do it?,21875,935267,# & % of students enrolled in transition camp who are 8th grade students (How Much) SSIC 2.1A,Submitted,135360,How Well,0,0,0,125
1145,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24370,Indicator 2.1 Strategy 2.1A & 2.1B,18498,Agency E,73261,Agency E Program 8,2531,Successful Students,12977,Strategy,11868,632051,Create an innovative “transition camp” for youth entering middle school and high school and their guardians to decrease future absenteeism and transition to the norms of a new school environment. (Indicator 2.1A),14844,How WELL did we do it?,21892,935277,# & % total of participating 5th and 8th grade students completing transition camp (How Well) SSIC 2.1A,Submitted,135360,How Well,0,34,37,180
